t,omega_true,omega_ref,tau_cmd,tau_pid,d_hat
2.1693,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1694,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1695,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1696,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1697,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1698,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1699,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.17,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1701,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1702,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1703,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1704,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1705,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1706,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1707,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1708,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1709,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.171,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1711,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1712,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1713,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1714,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1715,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1716,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1717,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1718,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1719,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.172,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1721,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1722,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1723,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1724,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1725,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1726,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1727,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1728,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1729,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.173,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1731,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1732,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1733,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1734,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1735,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1736,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1737,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1738,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1739,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.174,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1741,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1742,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1743,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1744,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1745,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1746,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1747,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1748,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1749,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.175,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1751,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1752,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1753,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1754,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1755,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1756,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1757,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1758,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1759,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.176,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1761,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1762,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1763,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1764,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1765,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1766,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1767,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1768,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1769,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.177,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1771,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1772,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1773,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1774,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1775,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1776,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1777,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1778,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1779,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.178,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1781,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1782,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1783,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1784,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1785,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1786,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1787,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1788,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1789,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.179,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1791,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1792,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1793,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1794,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1795,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1796,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1797,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1798,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1799,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.18,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1801,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1802,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1803,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1804,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1805,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1806,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1807,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1808,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1809,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.181,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1811,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1812,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1813,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1814,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1815,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1816,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1817,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1818,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1819,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.182,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1821,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1822,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1823,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1824,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1825,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1826,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1827,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1828,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1829,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.183,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1831,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1832,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1833,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1834,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1835,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1836,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1837,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1838,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1839,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.184,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1841,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1842,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1843,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1844,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1845,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1846,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1847,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1848,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1849,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.185,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1851,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1852,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1853,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1854,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1855,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1856,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1857,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1858,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1859,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.186,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1861,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1862,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1863,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1864,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1865,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1866,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1867,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1868,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1869,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.187,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1871,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1872,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1873,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1874,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1875,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1876,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1877,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1878,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1879,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.188,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1881,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1882,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1883,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1884,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1885,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1886,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1887,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1888,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1889,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.189,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1891,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1892,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1893,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1894,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1895,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1896,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1897,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1898,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1899,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.19,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1901,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1902,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1903,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1904,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1905,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1906,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1907,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1908,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1909,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.191,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1911,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1912,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1913,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1914,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1915,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1916,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1917,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1918,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1919,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.192,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1921,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1922,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1923,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1924,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1925,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1926,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1927,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1928,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1929,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.193,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1931,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1932,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1933,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1934,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1935,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1936,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1937,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1938,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1939,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.194,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1941,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1942,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1943,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1944,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1945,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1946,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1947,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1948,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1949,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.195,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1951,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1952,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1953,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1954,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1955,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1956,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1957,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1958,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1959,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.196,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1961,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1962,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1963,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1964,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1965,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1966,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1967,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1968,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1969,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.197,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1971,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1972,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1973,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1974,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1975,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1976,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1977,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1978,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1979,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.198,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1981,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1982,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1983,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1984,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1985,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1986,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1987,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1988,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1989,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.199,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1991,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1992,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1993,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1994,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1995,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1996,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1997,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1998,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.1999,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2001,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2002,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2003,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2004,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2005,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2006,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2007,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2008,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2009,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.201,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2011,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2012,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2013,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2014,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2015,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2016,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2017,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2018,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2019,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.202,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2021,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2022,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2023,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2024,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2025,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2026,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2027,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2028,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2029,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.203,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2031,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2032,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2033,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2034,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2035,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2036,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2037,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2038,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2039,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.204,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2041,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2042,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2043,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2044,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2045,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2046,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2047,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2048,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2049,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.205,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2051,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2052,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2053,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2054,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2055,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2056,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2057,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2058,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2059,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.206,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2061,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2062,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2063,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2064,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2065,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2066,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2067,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2068,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2069,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.207,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2071,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2072,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2073,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2074,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2075,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2076,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2077,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2078,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2079,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.208,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2081,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2082,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2083,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2084,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2085,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2086,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2087,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2088,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2089,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.209,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2091,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2092,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2093,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2094,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2095,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2096,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2097,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2098,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2099,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.21,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2101,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2102,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2103,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2104,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2105,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2106,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2107,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2108,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2109,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.211,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2111,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2112,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2113,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2114,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2115,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2116,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2117,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2118,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2119,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.212,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2121,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2122,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2123,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2124,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2125,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2126,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2127,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2128,19.9335548,20,0.0219933555,0.00199335548,-0.02
2.2129,19.9335548,20,0.0219933555,0.00199335548,-0.02
